"","country","iso_code","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million","vaccines","source_name","source_website","max_full_vac"
"947","Jersey","JEY",2021-01-31,14838,11707,3131,NA,493,14.68,11.58,3.1,4878,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"948","Jersey","JEY",2021-02-01,NA,NA,NA,NA,549,NA,NA,NA,5432,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"949","Jersey","JEY",2021-02-02,NA,NA,NA,NA,604,NA,NA,NA,5976,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"950","Jersey","JEY",2021-02-03,NA,NA,NA,NA,660,NA,NA,NA,6530,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"951","Jersey","JEY",2021-02-04,NA,NA,NA,NA,715,NA,NA,NA,7074,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"952","Jersey","JEY",2021-02-05,NA,NA,NA,NA,770,NA,NA,NA,7618,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"953","Jersey","JEY",2021-02-06,NA,NA,NA,NA,826,NA,NA,NA,8172,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"954","Jersey","JEY",2021-02-07,21007,17829,3178,NA,881,20.78,17.64,3.14,8716,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"955","Jersey","JEY",2021-02-08,NA,NA,NA,NA,856,NA,NA,NA,8469,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"956","Jersey","JEY",2021-02-09,NA,NA,NA,NA,831,NA,NA,NA,8222,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"957","Jersey","JEY",2021-02-10,NA,NA,NA,NA,806,NA,NA,NA,7974,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"958","Jersey","JEY",2021-02-11,NA,NA,NA,NA,781,NA,NA,NA,7727,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"959","Jersey","JEY",2021-02-12,NA,NA,NA,NA,756,NA,NA,NA,7480,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"960","Jersey","JEY",2021-02-13,NA,NA,NA,NA,731,NA,NA,NA,7232,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"961","Jersey","JEY",2021-02-14,25952,22696,3256,NA,706,25.68,22.46,3.22,6985,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"962","Jersey","JEY",2021-02-15,NA,NA,NA,NA,674,NA,NA,NA,6668,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"963","Jersey","JEY",2021-02-16,NA,NA,NA,NA,642,NA,NA,NA,6352,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"964","Jersey","JEY",2021-02-17,NA,NA,NA,NA,609,NA,NA,NA,6025,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"965","Jersey","JEY",2021-02-18,NA,NA,NA,NA,577,NA,NA,NA,5709,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"966","Jersey","JEY",2021-02-19,NA,NA,NA,NA,545,NA,NA,NA,5392,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"967","Jersey","JEY",2021-02-20,NA,NA,NA,NA,512,NA,NA,NA,5066,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"968","Jersey","JEY",2021-02-21,29312,26025,3287,NA,480,29,25.75,3.25,4749,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"969","Jersey","JEY",2021-02-22,NA,NA,NA,NA,497,NA,NA,NA,4917,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"970","Jersey","JEY",2021-02-23,NA,NA,NA,NA,514,NA,NA,NA,5085,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"971","Jersey","JEY",2021-02-24,NA,NA,NA,NA,531,NA,NA,NA,5254,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"972","Jersey","JEY",2021-02-25,NA,NA,NA,NA,548,NA,NA,NA,5422,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"973","Jersey","JEY",2021-02-26,NA,NA,NA,NA,566,NA,NA,NA,5600,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"974","Jersey","JEY",2021-02-27,NA,NA,NA,NA,583,NA,NA,NA,5768,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"975","Jersey","JEY",2021-02-28,33511,30191,3320,NA,600,33.16,29.87,3.28,5936,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"976","Jersey","JEY",2021-03-01,NA,NA,NA,NA,635,NA,NA,NA,6283,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"977","Jersey","JEY",2021-03-02,NA,NA,NA,NA,670,NA,NA,NA,6629,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"978","Jersey","JEY",2021-03-03,NA,NA,NA,NA,705,NA,NA,NA,6975,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"979","Jersey","JEY",2021-03-04,NA,NA,NA,NA,740,NA,NA,NA,7321,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"980","Jersey","JEY",2021-03-05,NA,NA,NA,NA,775,NA,NA,NA,7668,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"981","Jersey","JEY",2021-03-06,NA,NA,NA,NA,810,NA,NA,NA,8014,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"982","Jersey","JEY",2021-03-07,39428,36049,3379,NA,845,39.01,35.67,3.34,8360,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"983","Jersey","JEY",2021-03-08,NA,NA,NA,NA,858,NA,NA,NA,8489,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"984","Jersey","JEY",2021-03-09,NA,NA,NA,NA,871,NA,NA,NA,8618,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"985","Jersey","JEY",2021-03-10,42231,38073,4158,NA,883,41.78,37.67,4.11,8736,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"986","Jersey","JEY",2021-03-11,NA,NA,NA,NA,889,NA,NA,NA,8796,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"987","Jersey","JEY",2021-03-12,NA,NA,NA,NA,894,NA,NA,NA,8845,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"988","Jersey","JEY",2021-03-13,NA,NA,NA,NA,899,NA,NA,NA,8895,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"989","Jersey","JEY",2021-03-14,45758,40137,5621,NA,904,45.27,39.71,5.56,8944,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"990","Jersey","JEY",2021-03-15,NA,NA,NA,NA,912,NA,NA,NA,9023,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"991","Jersey","JEY",2021-03-16,NA,NA,NA,NA,921,NA,NA,NA,9112,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"992","Jersey","JEY",2021-03-17,48732,41741,6991,NA,929,48.21,41.3,6.92,9191,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"993","Jersey","JEY",2021-03-18,NA,NA,NA,NA,929,NA,NA,NA,9191,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"994","Jersey","JEY",2021-03-19,NA,NA,NA,NA,929,NA,NA,NA,9191,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"995","Jersey","JEY",2021-03-20,NA,NA,NA,NA,929,NA,NA,NA,9191,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"996","Jersey","JEY",2021-03-21,52265,43136,9129,NA,930,51.71,42.68,9.03,9201,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"997","Jersey","JEY",2021-03-22,NA,NA,NA,NA,924,NA,NA,NA,9142,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"998","Jersey","JEY",2021-03-23,NA,NA,NA,NA,918,NA,NA,NA,9083,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"999","Jersey","JEY",2021-03-24,55114,43630,11484,NA,912,54.53,43.17,11.36,9023,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1000","Jersey","JEY",2021-03-25,NA,NA,NA,NA,929,NA,NA,NA,9191,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1001","Jersey","JEY",2021-03-26,NA,NA,NA,NA,946,NA,NA,NA,9360,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1002","Jersey","JEY",2021-03-27,NA,NA,NA,NA,964,NA,NA,NA,9538,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1003","Jersey","JEY",2021-03-28,59132,44318,14814,NA,981,58.5,43.85,14.66,9706,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1004","Jersey","JEY",2021-03-29,NA,NA,NA,NA,988,NA,NA,NA,9775,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1005","Jersey","JEY",2021-03-30,NA,NA,NA,NA,995,NA,NA,NA,9844,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1006","Jersey","JEY",2021-03-31,62126,44526,17600,NA,1002,61.47,44.05,17.41,9914,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1007","Jersey","JEY",2021-04-01,NA,NA,NA,NA,1059,NA,NA,NA,10478,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1008","Jersey","JEY",2021-04-02,NA,NA,NA,NA,1117,NA,NA,NA,11051,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1009","Jersey","JEY",2021-04-03,NA,NA,NA,NA,1175,NA,NA,NA,11625,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1010","Jersey","JEY",2021-04-04,67760,44981,22779,NA,1233,67.04,44.5,22.54,12199,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1011","Jersey","JEY",2021-04-05,NA,NA,NA,NA,1106,NA,NA,NA,10943,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1012","Jersey","JEY",2021-04-06,NA,NA,NA,NA,979,NA,NA,NA,9686,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1013","Jersey","JEY",2021-04-07,68095,45046,23049,NA,853,67.37,44.57,22.8,8439,"Oxford/AstraZeneca, Pfizer/BioNTech","Government of Jersey","https://www.gov.je/Health/Coronavirus/Vaccine/Pages/VaccinationStatistics.aspx",22.8
"1014","Malta","MLT",2021-01-17,11705,11705,NA,NA,NA,2.65,2.65,NA,NA,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1015","Malta","MLT",2021-01-18,13002,13002,NA,1297,1297,2.94,2.94,NA,2937,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1016","Malta","MLT",2021-01-19,14276,14276,NA,1274,1286,3.23,3.23,NA,2913,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1017","Malta","MLT",2021-01-20,15316,15316,NA,1040,1204,3.47,3.47,NA,2727,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1018","Malta","MLT",2021-01-21,16531,16531,NA,1215,1206,3.74,3.74,NA,2731,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1019","Malta","MLT",2021-01-22,17767,17767,NA,1236,1212,4.02,4.02,NA,2745,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1020","Malta","MLT",2021-01-23,18930,18930,NA,1163,1204,4.29,4.29,NA,2727,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1021","Malta","MLT",2021-01-24,19981,18783,1198,1051,1182,4.53,4.25,0.27,2677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1022","Malta","MLT",2021-01-25,21172,19709,1463,1191,1167,4.8,4.46,0.33,2643,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1023","Malta","MLT",2021-01-26,22371,20677,1694,1199,1156,5.07,4.68,0.38,2618,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1024","Malta","MLT",2021-01-27,23512,21417,2095,1141,1171,5.33,4.85,0.47,2652,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1025","Malta","MLT",2021-01-28,24680,22162,2518,1168,1164,5.59,5.02,0.57,2636,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1026","Malta","MLT",2021-01-29,25822,22853,2969,1142,1151,5.85,5.18,0.67,2607,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1027","Malta","MLT",2021-01-30,26847,23391,3456,1025,1131,6.08,5.3,0.78,2561,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1028","Malta","MLT",2021-01-31,27759,23811,3948,912,1111,6.29,5.39,0.89,2516,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1029","Malta","MLT",2021-02-01,29002,24526,4476,1243,1119,6.57,5.55,1.01,2534,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
"1030","Malta","MLT",2021-02-02,30252,25361,4891,1250,1126,6.85,5.74,1.11,2550,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech","COVID-19 Malta Public Health Response Team","https://github.com/COVID19-Malta/COVID19-Cases",16.19
